Kode	Uraian	Satuan	 Harga 
M.366	Pipa Besi Hitam Dia. 2 Inch	m1	 Rp198,300 
M.367	Pipa Besi Hitam Dia. 3 Inch	m1	 Rp247,900 
M.368	Besi Siku 40.40	Kg	 Rp12,800 
M.369	Besi Siku 40.40.4	Kg	 Rp12,800 
M.370	Besi Siku L 30.30.3	Kg	 Rp12,800 
M.371	Besi Siku L 40.40.4	Kg	 Rp12,800 
M.372	Mur Baut	Buah	 Rp3,200 
M.373	Rangka Metal Hollow 40.40mm	m1	 Rp17,400 
M.374	Plat Baja Tebal 2mm	Kg	 Rp25,300 
M.375	Plat Besi Tebal 3mm	Kg	 Rp25,300 
	 HARGA BAHAN STRUKTUR RISHA		 Rp- 
M.376	Baut dan Mur f12 L=4". ASTM A307	Buah	 Rp- 
M.377	Baut dan Mur f12 L=6". ASTM A307	Buah	 Rp- 
M.378	Baut dan Mur f12 L=7". ASTM A307	Buah	 Rp- 
M.379	Ring Pelat	Buah	 Rp- 
M.380	Pelat Strip t=2.6 mm L=12 cm	Buah	 Rp81,700 
M.381	Pelat Strip t=2.6 mm L=14 cm	Buah	 Rp- 
M.382	Pelat Strip t=2.6 mm L=17 cm	Buah	 Rp- 
M.383	Pelat Strip t=2.6 mm L=34 cm	Buah	 Rp81,700 
M.384	Angkur Baja Full Drat ASTM 307 Ø 10mm Panjang 35cm	Buah	 Rp37,400 
M.385	Angkur Baja Full Drat ASTM 307 Ø 10mm Panjang 65cm	Buah	 Rp105,100 
	 HARGA BAHAN KAYU DAN PAPAN		 Rp- 
M.386	Balok Kayu	m3	 Rp4,291,300 
M.387	Balok Kayu Kelas I	m3	 Rp6,866,100 
M.388	Balok Kayu Kelas II	m3	 Rp4,291,300 
M.389	Balok Kayu Kelas III	m3	 Rp3,433,000 
M.390	Balok Kayu Kelas IV	m3	 Rp3,089,700 
M.391	Balok Kayu. 6 x 12	m3	 Rp4,291,300 
M.392	Kaso-kaso 5 x 7cm	m3	 Rp4,291,300 
M.393	Kayu Kaso 5x7cm Kelas II	m3	 Rp4,291,300 
M.394	Kayu Kaso 5x7cm Kelas III	m3	 Rp3,433,000 
M.395	Kayu Balok Borneo	m3	 Rp6,866,100 
M.396	Kayu Bekisting	m2	 Rp402,300 
M.397	Kayu Kelas I	m3	 Rp6,866,100 
M.398	Kayu Kelas II	m3	 Rp4,291,300 
M.399	Kayu Kelas III	m3	 Rp3,433,000 
M.400	Kayu Kelas IV	m3	 Rp3,089,700 
M.401	Kayu Lapis	Lbr	 Rp688,700 
M.402	Kayu Lapis 4mm	Lembar	 Rp688,700 
M.403	Kayu Papan	m3	 Rp3,433,000 
M.404	Papan Cor	m3	 Rp3,089,700 
M.405	Papan Gipsum 120x240cm	Lbr	 Rp111,500 
M.406	Papan Kayu	m3	 Rp3,433,000 
M.407	Papan Kayu Kelas I	m3	 Rp6,866,100 
M.408	Papan Kayu Kelas II	m3	 Rp4,291,300 
M.409	Papan Kayu Kelas III	m3	 Rp3,433,000 
M.410	Patok Ukur Kayu 5/7 Kelas II	m3	 Rp4,291,300 
M.411	Perancah Kayu	m3	 Rp3,089,700 
M.412	Reng (3 x 4) cm	m3	 Rp3,433,000 
M.413	Reng 2 x 3 cm	m3	 Rp3,433,000 
M.414	Teakwood 4mm 90x220cm	Lembar	 Rp688,700 
M.415	Atap Sirap Kayu Ulin	Ikat	 Rp748,600 
M.416	Atap Sirap Kayu Ulin	m2	 Rp748,600 
M.417	Sirap Kayu	Buah	 Rp25,000 
	 HARGA BAHAN TANAMAN & LANDSCAPE		 Rp- 
M.418	Rumput Gajah Mini	m2	 Rp73,300 
M.419	Pohon Ketapang Mini	Btg	 Rp529,300 
M.420	Sambang Dara	Rumpun	 Rp25,600 
M.421	Beringin (Ficus Benjamina) Dia. 15-20cm Tinggi Diatas 6 Meter	Btg	 Rp1,594,200 
M.422	Bibit Vegetasi (Biji Rumput)	Kg	 Rp127,600 
M.423	Anti Rayap Pada Tanah	Kg	 Rp191,300 
M.424	Anggur Terompet (Tecoma stans) Dia. 1-2cm	Btg	 Rp63,700 
M.425	Fungisida/Insektisida	Kg	 Rp95,600 
M.426	Kacang Hias (Arachis Pintoi)	Buah	 Rp38,300 
M.427	Kamboja (Plumeria Sp.) Dia. 7-15cm Tinggi Diatas 6 Meter	Btg	 Rp637,700 
M.428	Kapur	Kg	 Rp38,300 
M.429	Ketapang Kencana (Terminalia Mantaly) Dia. 3-5cm	Btg	 Rp153,000 
M.430	Material Organik	m3	 Rp127,600 
M.431	Matras Tipe I Termasuk Angkur/Penguat Matras	m2	 Rp146,600 
M.432	Matras Tipe II Termasuk Angkur/Penguat Matras	m2	 Rp159,500 
M.433	Matras Tipe III Termasuk Angkur/Penguat Matras	m2	 Rp172,200 
M.434	Mulsa	Kg	 Rp57,400 
M.435	Rumput	Buah	 Rp6,400 
M.436	Sedang Tabebuya (Tabebuia Rosea) Dia. 5-7cm	Btg	 Rp191,300 
M.437	Semak Pacing (Costus Sp.)	Buah	 Rp9,600 
M.438	Semak Capit Udang (Heliconia Psittacorum)	Buah	 Rp19,100 
M.439	Semak Bunga Kertas (Bougenvillea Sp.)	Buah	 Rp37,600 
M.440	Sulfur	Kg	 Rp70,200 
M.441	Tanah Subur: 75%	m3	 Rp172,200 
M.442	Tanah Subur: 90%	m3	 Rp235,900 
M.443	Palem Kecil Palem Wregu (Raphis excelsa) Dia. sd 5 cm Tinggi Maks. 1.5 Meter	Btg	 Rp95,600 
M.444	Palem Kecil Palem Kuning (Dypsus Lutescens) Dia. 5-15cm Tinggi Maks. 1.5 Meter	Btg	 Rp127,600 
M.445	Palem Besar Palem Ekor Tupai (Woedyetia Bifurcata) Dia. 15cm Tinggi Diatas 1.5 Meter	Btg	 Rp159,500 
M.446	Palem Besar Kelapa (Cocos Nucifera) Dia. 15 -20cm Tinggi Diatas 1.5 Meter	Btg	 Rp191,300 
M.447	Palem Besar Palem Botol (Hyophorbe Lagenicaulis) Dia. 20-25cm Tinggi Diatas 1.5 Meter	Btg	 Rp223,200 
M.448	Palem Besar Palem Sadeng (Saribus Rotundifolius) Dia. 25-30cm. Tinggi Diatas 1.5 Meter	Btg	 Rp255,100 
M.449	Perekat Campuran Hydroseeding	Kg	 Rp127,600 
M.450	Perekat Matras Perkuatan (Lem)	Kg	 Rp127,600 
M.451	Pupuk Anorganik	Kg	 Rp38,300 
M.452	Pupuk Anorganik (Ex : NPK)	m3	 Rp255,100 
M.453	Pupuk Organik	Kg	 Rp25,600 
M.454	Pupuk Organik	m3	 Rp255,100 
M.455	Pupuk Organik: 20%	m3	 Rp267,800 
M.456	Pasir	m3	 Rp165,800 
M.457	Pasir/Kompos/Material Perbaikan Tanah: 5%	m3	 Rp178,600 
M.458	Pasir/Kompos/Material Perbaikan Tanah: 10%	m3	 Rp191,300 
M.459	Pucuk Merah (Syzigium Oleina) Dia. 2-3cm	Btg	 Rp95,600 
M.460	Pulai (Alstonia Scholaris) Dia. 20-25cm Tinggi Diatas 6	Btg	 Rp637,700 
M.461	Trembesi (Samanea Saman) Dia. 25-30cm. Tinggi Diatas 6 Meter	Btg	 Rp637,700 
	 HARGA BAHAN PINTU KUSEN DAN JENDELA		 Rp- 
M.462	Door Closer	Set	 Rp95,600 
M.463	Door Closer	Buah	 Rp95,600 
M.464	Door Holder	Buah	 Rp114,700 
M.465	Door Stop	Buah	 Rp191,300 
M.466	Engsel	Buah	 Rp44,600 
M.467	Engsel Angin	Buah	 Rp38,300 
M.468	Engsel Casement 8 Inch	Set	 Rp82,900 
M.469	Engsel Casement 10 Inch	Set	 Rp95,600 
M.470	Engsel Casement 12 Inch	Set	 Rp121,200 
M.471	Engsel Casement 14 Inch	Set	 Rp159,500 
M.472	Engsel Casement 16 Inch	Set	 Rp233,300 
M.473	Engsel Casement 20 Inch	Set	 Rp286,900 
M.474	Engsel Kupu-kupu 3 Inch	Buah	 Rp25,700 
M.475	Engsel Kupu-kupu 4 Inch	Buah	 Rp34,300 
M.476	Engsel Pintu	Buah	 Rp31,900 
M.477	Floor Hinge	Buah	 Rp1,211,500 
M.478	Folding Door PVC	m2	 Rp542,000 
M.479	Grendel	Buah	 Rp70,200 
M.480	Grendel Tanam	Buah	 Rp95,600 
M.481	Jalusi Aluminium	m2	 Rp446,400 
M.482	Kaca Buram 12mm	m2	 Rp395,400 
M.483	Kaca Cermin 5mm	m2	 Rp95,600 
M.484	Kaca Cermin 8mm	m2	 Rp127,600 
M.485	Kaca Laminated 8mm	m2	 Rp191,300 
M.486	Kaca Laminated 12mm	m2	 Rp223,200 
M.487	Kaca Patri 5mm	m2	 Rp223,200 
M.488	Kaca Polos 3mm	m2	 Rp98,200 
M.489	Kaca Polos 5mm	m2	 Rp136,300 
M.490	Kaca Polos 6mm	m2	 Rp192,600 
M.491	Kaca Polos 8mm	m2	 Rp282,400 
M.492	Kaca Tebal 3mm	m2	 Rp121,200 
M.493	Kaca Tebal 5mm	m2	 Rp159,500 
M.494	Kaca Tebal 8mm	m2	 Rp191,300 
M.495	Kaca Tempered 8mm	m2	 Rp1,512,900 
M.496	Kaca Tempered 12mm	m2	 Rp1,929,000 
M.497	Kaca Wireglassed 5mm	m2	 Rp223,200 
M.498	Kait Angin	Buah	 Rp45,900 
M.499	Kunci Lemari	Set	 Rp127,600 
M.500	Kunci Silinder	Buah	 Rp191,300 
M.501	Kunci Slot	Buah	 Rp17,900 
M.502	Kunci Tanam Antik	Buah	 Rp223,200 
M.503	Kunci Tanam Biasa	Buah	 Rp275,100 
M.504	Kunci Tanam KM	Buah	 Rp223,200 
M.505	Kusen Aluminium 3 Inch	m1	 Rp254,900 
M.506	Kusen Aluminium 4 Inch	m1	 Rp281,100 
M.507	Profil Aluminium	m1	 Rp249,600 
M.508	Profil Aluminium 4 Inch	m1	 Rp377,500 
M.509	Profil Kaca	m1	 Rp325,200 
M.510	Profil Kaca Tebal 6mm	m2	 Rp573,800 
M.511	Profil Selimar Aluminium	m1	 Rp146,600 
M.512	Rel Pintu Dorong	Set	 Rp272,900 
M.513	Rel Pintu Sorong	Set	 Rp272,900 
M.514	Rolling Door Aluminium	m2	 Rp892,800 
M.515	Rolling Door Besi	m2	 Rp956,500 
M.516	Sealant	Tube	 Rp45,800 
M.517	Sealtape	Buah	 Rp12,700 
M.518	Silicone Sealant 300 ml	Tube	 Rp48,400 
M.519	Skrup Fixer	Buah	 Rp900 
M.520	Spring knip	Buah	 Rp9,600 
M.521	Frame Aluminium	m1	 Rp234,600 
M.522	Frame Alluminium L.10.1	Kg	 Rp31,300 
M.523	Frame Besi Kaca Naco	Daun	 Rp95,600 
M.524	Pintu Panel Kayu Lampis Timbal Uk. 1x2m	Unit	 Rp1,020,200 
M.525	Pintu Tahan Api	Unit	 Rp1,530,300 
M.526	Pintu Kubikel	Set	 Rp242,300 
	 HARGA BAHAN ELEKTRIKAL		 Rp- 
M.527	Klem	Buah	 Rp100 
M.528	Klem 20mm	Buah	 Rp25,600 
M.529	L Bow	Buah	 Rp3,900 
M.530	Las Dop	Buah	 Rp1,400 
M.531	T Dus	Buah	 Rp5,700 
M.532	Fischer S6 + Sekrup	Buah	 Rp400 
M.533	Isolasi	m1	 Rp200 
M.534	Saklar Tunggal dan Aksesoris	Buah	 Rp28,000 
M.535	Saklar Ganda dan Aksesoris	Buah	 Rp33,400 
M.536	Saklar Triple dan Aksesoris	Buah	 Rp49,000 
M.537	5/8" Driving Stud dan Aksesoris	Unit	 Rp105,100 
M.538	5/8" Rod Coupling dan Aksesoris	Btg	 Rp39,700 
M.539	Air Terminal @ 1.000 mm dan Aksesoris	Unit	 Rp- 
M.540	Base Air Terminal dan Aksesoris	Unit	 Rp583,700 
M.541	Batang Tembaga Pembumian Dia. 5/8 Inch (Kedalaman Min. 12 m)	Btg	 Rp2,801,500 
M.542	Bimetallic Connector dan Aksesoris	Unit	 Rp58,400 
M.543	Clamp BC L Uk. BC 70mm2 dan Aksesoris	Unit	 Rp9,300 
M.544	Clamp PVC 1" dan Aksesoris	Unit	 Rp1,400 
M.545	Coupling Bonding Grounded Rod 70 mm2 dan Aksesoris	Unit	 Rp116,700 
M.546	Cooper Air Terminal Base 15mm (Dudukan) dan Aksesoris	Unit	 Rp291,800 
M.547	DC Clip Non Metalic Clamp dan Aksesoris	Unit	 Rp17,500 
M.548	Downlight 5 Inch 14.5 Watt LED dan Aksesoris	Buah	 Rp128,400 
			 Rp- 
M.549	Kabel BCC		 Rp- 
M.550	BCC 4 mm2 (0.04 Kg/m1) dan Aksesoris	m1	 Rp8,200 
M.551	BCC 6 mm2 (0.06 Kg/m1) dan Aksesoris	m1	 Rp10,500 
M.552	BCC 10 mm2 (0.10 Kg/m1) dan Aksesoris	m1	 Rp26,800 
M.553	BCC 16 mm2 (0.16 Kg/m1) dan Aksesoris	m1	 Rp42,000 
M.554	BCC 25 mm2 (0.25 Kg/m1) dan Aksesoris	m1	 Rp116,700 
M.555	BCC 35 mm2 (0.35 Kg/m1) dan Aksesoris	m1	 Rp140,100 
M.556	BCC 50 mm2 (0.50 Kg/m1) dan Aksesoris	m1	 Rp145,900 
M.557	BCC 70 mm2 (0.70 Kg/m1) dan Aksesoris	m1	 Rp151,700 
M.558	BCC 95 mm2 (0.95 Kg/m1) dan Aksesoris	m1	 Rp210,100 
			 Rp- 
M.559	Kabel Coaxial		 Rp- 
M.560	Coaxial	m1	 Rp2,900 
M.561	Coaxial 7C-2V dan Aksesoris	m1	 Rp22,600 
M.562	Conduit 20mm	m1	 Rp5,800 
M.563	Conduit HI 20 mm	m1	 Rp8,200 
M.564	Fitting E27 dan Aksesoris	Buah	 Rp19,800 
M.565	Flexible Conduit 20mm	m1	 Rp6,700 
M.566	Flexible Conduit 20mm	Buah	 Rp332,700 
			 Rp- 
M.567	Kabel FRC		 Rp- 
M.568	FRC 1 x 150 mm2 dan Aksesoris	m1	 Rp350,200 
M.569	FRC 2 x 1.5 mm2 dan Aksesoris	m1	 Rp29,200 
M.570	FRC 2 x 1.5 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp35,000 
M.571	FRC 2 x 2.5 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp40,900 
M.572	FRC 3 x 2.5 mm2 dan Aksesoris	m1	 Rp42,000 
M.573	FRC 4 x 4 mm2 dan Aksesoris	m1	 Rp105,100 
M.574	FRC 4 x 6 mm2 dan Aksesoris	m1	 Rp154,100 
M.575	FRC 4 x 150 mm2 dan Aksesoris	m1	 Rp1,400,800 
M.576	Genset Kap : 75 kVA Silent Type dan Aksesoris	Buah	 Rp105,057,000 
M.577	Genset Kap : 100 kVA Silent Type dan Aksesoris	Buah	 Rp426,064,500 
M.578	Genset Kap : 400 kVA Silent Type dan Aksesoris	Buah	 Rp992,205,000 
M.579	Grid Switch 2 x 2 dan Aksesoris	Buah	 Rp93,400 
M.580	Grid Switch 2 x 12 dan Aksesoris	Buah	 Rp309,300 
M.581	Grid Switch 2 x 14 dan Aksesoris	Buah	 Rp787,900 
M.582	Grid Switch 2 x 24 dan Aksesoris	Buah	 Rp1,167,300 
M.583	Grid Switch 4 x 2 Gang dan Aksesoris	Buah	 Rp175,100 
M.584	Grounding Test Box dan Aksesoris	Unit	 Rp817,100 
M.585	Hand Pump Solar dan Aksesoris	Buah	 Rp23,300 
M.586	Kabel Skun 95 mm2	m1	 Rp17,500 
M.587	kWh Meter Token 1 Phase dan Aksesoris	Unit	 Rp700,400 
M.588	kWh Meter Token 3 Phase dan Aksesoris	Unit	 Rp1,167,300 
			 Rp- 
M.589	Kabel ITC		 Rp- 
M.590	ITC 2 x 2 x 0.6 mm2	m1	 Rp64,200 
M.591	ITC 2 x 2 x 0.6 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp70,000 
			 Rp- 
M.592	Kabel Ladder		 Rp- 
M.593	Ladder 500 x 100 mm dan Aksesoris	m1	 Rp324,100 
M.594	Ladder 600 x 100 mm dan Aksesoris	m1	 Rp350,200 
M.595	Ladder 800 x 100 mm dan Aksesoris	m1	 Rp450,600 
M.596	Lampu LED E27 10 Watt dan Aksesoris	Buah	 Rp58,400 
M.597	Lampu LED E27 19 Watt dan Aksesoris	Buah	 Rp99,200 
M.598	Lampu Sorot LED 100 Watt dan Aksesoris	Unit	 Rp70,000 
M.599	Lampu Sorot RGB 30 Watt untuk Outdoor dan Aksesoris	Unit	 Rp93,400 
M.600	Lampu High Bay 100 Watt dan Aksesoris	Unit	 Rp204,300 
M.601	Lampu Eksit LED 3 Watt c/w Battery dan Aksesoris	Unit	 Rp116,700 
M.602	Lampu TLED 1 x 14 Watt 2.100 Lumen (Dust Proof) dan Aksesoris	Unit	 Rp321,000 
M.603	Lampu TLED 1 x 24 Watt 2.100 Lumen (Balk) dan Aksesoris	Unit	 Rp- 
M.604	Lampu TLED 2 x 24 Watt 2.100 Lumen (Balk) dan Aksesoris	Unit	 Rp- 
M.605	Lampu PJU LED 50 Watt dan Aksesoris	Unit	 Rp866,100 
M.606	Lampu PJU LED 50 Watt + Solar Cell dan Aksesoris	Unit	 Rp3,326,800 
M.607	Lampu Taman 25 Watt + Tiang 1 M	Unit	 Rp321,000 
M.608	Material Bantu Pembumian Sistem Elektrikal	Lot	 Rp- 
M.609	MCB Box dan Aksesoris	Unit	 Rp116,700 
M.610	MDP Floor Standing Termasuk Material Bantu/Aksesoris	Unit	 Rp6,070,000 
M.611	MDP Wall Mounted Termasuk Material Bantu/Aksesoris	Unit	 Rp22,178,700 
M.612	Nicad Battery dan Aksesoris	Buah	 Rp175,100 
			 Rp- 
M.613	Kabel NYA		 Rp- 
M.614	NYA 1 x 1.5 mm2 dan Aksesoris	m1	 Rp3,700 
M.615	NYA 1 x 2.5 mm2 dan Aksesoris	m1	 Rp5,500 
M.616	NYA 1 x 4 mm2 dan Aksesoris	m1	 Rp9,700 
M.617	NYA 1 x 6 mm2 dan Aksesoris	m1	 Rp17,500 
M.618	NYA 1 x 10 mm2 dan Aksesoris	m1	 Rp24,500 
M.619	NYA 1 x 16 mm2 dan Aksesoris	m1	 Rp46,700 
M.620	NYA 2 x 1.5 mm2	m1	 Rp14,000 
M.621	NYA 2 x 1.5 mm2 dan Aksesoris	m1	 Rp- 
M.622	NYA 2 x 1.5 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp- 
M.623	NYA 3 x 1.5 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp30,300 
			 Rp- 
M.624	Kabel NYFGBY		 Rp- 
M.625	NYFGBY 2 x 1.5 mm2 dan Aksesoris	m1	 Rp35,000 
M.626	NYFGBY 2 x 2.5 mm2 dan Aksesoris	m1	 Rp46,700 
M.627	NYFGBY 2 x 4 mm2 dan Aksesoris	m1	 Rp54,900 
M.628	NYFGBY 2 x 6 mm2 dan Aksesoris	m1	 Rp70,000 
M.629	NYFGBY 2 x 10 mm2 dan Aksesoris	m1	 Rp99,200 
M.630	NYFGBY 2 x 16 mm2 dan Aksesoris	m1	 Rp122,600 
M.631	NYFGBY 3 x 1.5 mm2 dan Aksesoris	m1	 Rp40,900 
M.632	NYFGBY 3 x 2.5 mm2 dan Aksesoris	m1	 Rp46,700 
M.633	NYFGBY 3 x 4 mm2 dan Aksesoris	m1	 Rp60,700 
M.634	NYFGBY 3 x 6 mm2 dan Aksesoris	m1	 Rp81,700 
M.635	NYFGBY 3 x 10 mm2 dan Aksesoris	m1	 Rp115,600 
M.636	NYFGBY 3 x 16 mm2 dan Aksesoris	m1	 Rp186,800 
M.637	NYFGBY 4 x 1.5 mm2 dan Aksesoris	m1	 Rp46,700 
M.638	NYFGBY 4 x 2.5 mm2 dan Aksesoris	m1	 Rp50,200 
M.639	NYFGBY 4 x 4 mm2 dan Aksesoris	m1	 Rp74,700 
M.640	NYFGBY 4 x 6 mm2 dan Aksesoris	m1	 Rp100,400 
M.641	NYFGBY 4 x 10 mm2 dan Aksesoris	m1	 Rp140,100 
M.642	NYFGBY 4 x 16 mm2 dan Aksesoris	m1	 Rp241,600 
M.643	NYFGBY 4 x 25 mm2 dan Aksesoris	m1	 Rp347,900 
M.644	NYFGBY 4 x 35 mm2 dan Aksesoris	m1	 Rp471,600 
M.645	NYFGBY 4 x 50 mm2 dan Aksesoris	m1	 Rp700,400 
M.646	NYFGBY 4 x 70 mm2 dan Aksesoris	m1	 Rp805,400 
M.647	NYFGBY 4 x 95 mm2 dan Aksesoris	m1	 Rp1,062,200 
M.648	NYFGBY 4 x 120 mm2 dan Aksesoris	m1	 Rp1,473,100 
M.649	NYFGBY 4 x 150 mm2 dan Aksesoris	m1	 Rp1,803,500 
M.650	NYFGBY 4 x 185 mm2 dan Aksesoris	m1	 Rp2,241,200 
M.651	NYFGBY 4 x 240 mm2 dan Aksesoris	m1	 Rp2,918,300 
M.652	NYFGBY 4 x 300 mm2 dan Aksesoris	m1	 Rp3,636,100 
M.653	NYFGBY 4 x 400 mm2 dan Aksesoris	m1	 Rp- 
			 Rp- 
M.654	Kabel NYM		 Rp- 
M.655	NYM 2 x 1.5 mm2 dan Aksesoris	m1	 Rp13,000 
M.656	NYM 2 x 2.5 mm2 dan Aksesoris	m1	 Rp17,900 
M.657	NYM 2 x 4 mm2 dan Aksesoris	m1	 Rp27,400 
M.658	NYM 2 x 6 mm2 dan Aksesoris	m1	 Rp30,300 
M.659	NYM 2 x 10 mm2 dan Aksesoris	m1	 Rp56,000 
M.660	NYM 3 x 1.5 mm2 dan Aksesoris	m1	 Rp16,300 
M.661	NYM 3 x 2.5 mm2 dan Aksesoris	m1	 Rp23,300 
M.662	NYM 3 x 2.5 mm2 (LSOH) dan Aksesoris	m1	 Rp24,500 
M.663	NYM 3 x 4 mm2 dan Aksesoris	m1	 Rp37,900 
M.664	NYM 3 x 6 mm2 dan Aksesoris	m1	 Rp58,400 
M.665	NYM 3 x 10 mm2 dan Aksesoris	m1	 Rp81,700 
M.666	NYM 4 x 1.5 mm2 dan Aksesoris	m1	 Rp25,100 
M.667	NYM 4 x 2.5 mm2 dan Aksesoris	m1	 Rp35,000 
M.668	NYM 4 x 4 mm2 dan Aksesoris	m1	 Rp51,400 
M.669	NYM 4 x 6 mm2 dan Aksesoris	m1	 Rp77,400 
M.670	NYM 4 x 10 mm2 dan Aksesoris	m1	 Rp145,900 
M.671	NYM 4 x 16 mm2 dan Aksesoris	m1	 Rp201,900 
			 Rp- 
M.672	Kabel NYMHY		 Rp- 
M.673	NYMHY 2 x 1.5 mm2	m1	 Rp12,800 
M.674	NYMHY 2 x 1.5 mm2 dan Aksesoris	m1	 Rp12,800 
M.675	NYMHY 2 x 2.5 mm2 dan Aksesoris	m1	 Rp20,400 
M.676	NYMHY 3 x 1.5 mm2 dan Aksesoris	m1	 Rp19,400 
M.677	NYMHY 3 x 2.5 mm2 dan Aksesoris	m1	 Rp28,000 
M.678	NYMHY 3 x 1.5 mm2 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp30,300 
M.679	NYMHY 2 (3 x 1.5 mm2) + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp30,300 
M.680	NYMHY 4 x 2.5 mm2 dan Aksesoris	m1	 Rp38,800 
			 Rp- 
M.681	Kabel NYY		 Rp- 
M.682	NYY 1 x 4 mm2 dan Aksesoris	m1	 Rp9,900 
M.683	NYY 1 x 6 mm2 dan Aksesoris	m1	 Rp15,600 
M.684	NYY 1 x 10 mm2 dan Aksesoris	m1	 Rp29,200 
M.685	NYY 1 x 16 mm2 dan Aksesoris	m1	 Rp52,500 
M.686	NYY 1 x 25 mm2 dan Aksesoris	m1	 Rp81,700 
M.687	NYY 1 x 35 mm2 dan Aksesoris	m1	 Rp105,100 
M.688	NYY 1 x 50 mm2 dan Aksesoris	m1	 Rp140,100 
M.689	NYY 1 x 70 mm2 dan Aksesoris	m1	 Rp198,400 
M.690	NYY 1 x 95 mm2 dan Aksesoris	m1	 Rp268,500 
M.691	NYY 1 x 120 mm2 dan Aksesoris	m1	 Rp338,500 
M.692	NYY 1 x 150 mm2 dan Aksesoris	m1	 Rp420,200 
M.693	NYY 1 x 185 mm2 dan Aksesoris	m1	 Rp466,900 
M.694	NYY 1 x 250 mm2 dan Aksesoris	m1	 Rp677,000 
M.695	NYY 1 x 300 mm2 dan Aksesoris	m1	 Rp875,500 
M.696	NYY 1 x 400 mm2 dan Aksesoris	m1	 Rp1,085,600 
M.697	NYY 1 x 500 mm2 dan Aksesoris	m1	 Rp1,400,800 
M.698	NYY 1 x 630 mm2 dan Aksesoris	m1	 Rp1,546,700 
M.699	NYY 2 x 1.5 mm2 dan Aksesoris	m1	 Rp16,200 
M.700	NYY 2 x 2.5 mm2 dan Aksesoris	m1	 Rp23,300 
M.701	NYY 2 x 4 mm2 dan Aksesoris	m1	 Rp29,200 
M.702	NYY 2 x 6 mm2 dan Aksesoris	m1	 Rp44,400 
M.703	NYY 2 x 10 mm2 dan Aksesoris	m1	 Rp87,500 
M.704	NYY 2 x 16 mm2 dan Aksesoris	m1	 Rp105,100 
M.705	NYY 3 x 1.5 mm2 dan Aksesoris	m1	 Rp32,700 
M.706	NYY 3 x 2.5 mm2 dan Aksesoris	m1	 Rp40,900 
M.707	NYY 3 x 4 mm2 dan Aksesoris	m1	 Rp58,400 
M.708	NYY 3 x 6 mm2 dan Aksesoris	m1	 Rp75,900 
M.709	NYY 3 x 10 mm2 dan Aksesoris	m1	 Rp169,300 
M.710	NYY 3 x 16 mm2 dan Aksesoris	m1	 Rp256,800 
M.711	NYY 3 x 25 mm2 dan Aksesoris	m1	 Rp303,500 
M.712	NYY 3 x 35 mm2 dan Aksesoris	m1	 Rp321,000 
M.713	NYY 3 x 50 mm2 dan Aksesoris	m1	 Rp361,900 
M.714	NYY 4 x 1.5 mm2 dan Aksesoris	m1	 Rp29,200 
M.715	NYY 4 x 2.5 mm2 dan Aksesoris	m1	 Rp42,000 
M.716	NYY 4 x 4 mm2 dan Aksesoris	m1	 Rp53,700 
M.717	NYY 4 x 6 mm2 dan Aksesoris	m1	 Rp89,900 
M.718	NYY 4 x 10 mm2 dan Aksesoris	m1	 Rp137,700 
M.719	NYY 4 x 16 mm2 dan Aksesoris	m1	 Rp204,300 
M.720	NYY 4 x 25 mm2 dan Aksesoris	m1	 Rp265,000 
M.721	NYY 4 x 35 mm2 dan Aksesoris	m1	 Rp343,200 
M.722	NYY 4 x 50 mm2 dan Aksesoris	m1	 Rp484,400 
M.723	NYY 4 x 70 mm2 dan Aksesoris	m1	 Rp642,000 
M.724	NYY 4 x 95 mm2 dan Aksesoris	m1	 Rp980,500 
M.725	NYY 4 x 120 mm2 dan Aksesoris	m1	 Rp1,470,800 
M.726	NYY 4 x 150 mm2 dan Aksesoris	m1	 Rp1,715,900 
M.727	NYY 4 x 185 mm2 dan Aksesoris	m1	 Rp2,206,200 
M.728	NYY 4 x 240 mm2 dan Aksesoris	m1	 Rp2,941,600 
M.729	NYY 4 x 300 mm2 dan Aksesoris	m1	 Rp3,677,000 
M.730	NYY 4 x 400 mm2 dan Aksesoris	m1	 Rp4,669,200 
			 Rp- 
M.731	PC Server Termasuk OS Windows Server, Monitor, Keyboard, Mouse dan Aksesoris	Buah	 Rp9,338,400 
M.732	PC Komputer dan Aksesoris	Unit	 Rp9,338,400 
M.733	"Panel Kontrol Panel Kontrol Fan
Presurisasi Termasuk Material Bantu/Aksesoris"	Unit	 Rp- 
M.734	Panel Kontrol IPAL Termasuk Material Bantu/Aksesoris	Unit	 Rp7,003,800 
M.735	Panel Kontrol Pompa Chiller Termasuk Material Bantu/Aksesoris	Unit	 Rp4,669,200 
M.736	Panel Kontrol Pompa Cooling Tower Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
