Kode	Uraian	Satuan	 Harga 
M.1374	Gate Valve 16 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1375	Gate Valve 16 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1376	Gate Valve 16 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1377	Gate Valve 16 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1378	Gate Valve 16 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1379	Gate Valve 16 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1380	Gate Valve 16 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1381	Gate Valve 16 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1382	Gate Valve 16 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1383	Gate Valve 16 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1372	Gate Valve 16 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1384	Gate Valve 20 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1385	Gate Valve 20 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1386	Gate Valve 20 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1387	Gate Valve 20 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1388	Gate Valve 20 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1389	Gate Valve 20 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1390	Gate Valve 20 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1391	Gate Valve 20 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1392	Gate Valve 20 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1361	Ball Valve ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp14,000 
M.1393	Ball Valve ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp17,500 
M.1394	Ball Valve ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp21,000 
M.1395	Ball Valve ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp58,400 
M.1396	Ball Valve ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp75,900 
M.1397	Ball Valve ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp93,400 
M.1398	Ball Valve ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp140,100 
M.1399	Ball Valve ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp233,500 
M.1400	Ball Valve ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1371	Check Valve 10 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp46,700 
M.1401	Check Valve 10 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp35,000 
M.1402	Check Valve 10 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp75,900 
M.1403	Check Valve 10 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp116,700 
M.1404	Check Valve 10 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp175,100 
M.1405	Check Valve 10 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp256,800 
M.1406	Check Valve 10 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1407	Check Valve 10 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1408	Check Valve 10 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1409	Check Valve 10 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1410	Check Valve 10 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1411	Check Valve 10 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1412	Check Valve 10 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1401	Check Valve 10 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1413	Check Valve 16 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1414	Check Valve 16 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1415	Check Valve 16 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1416	Check Valve 16 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1417	Check Valve 16 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1418	Check Valve 16 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1419	Check Valve 16 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1420	Check Valve 16 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1410	Check Valve 16 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1393	Strainer 10 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1421	Strainer 10 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1422	Strainer 10 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1423	Strainer 10 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1424	Strainer 10 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1425	Strainer 10 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1426	Strainer 10 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1427	Strainer 10 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1428	Strainer 10 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1429	Strainer 10 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1430	Strainer 10 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1431	Strainer 10 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1432	Strainer 10 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1433	Strainer 10 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1297	Strainer 10 K ; Dia. 14“ (350 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1434	Strainer 16 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1435	Strainer 16 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1436	Strainer 16 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1437	Strainer 16 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1438	Strainer 16 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1439	Strainer 16 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1440	Strainer 16 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1441	Strainer 16 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1442	Strainer 16 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1443	Strainer 16 K ; Dia. 14“ (350 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1444	Floater Valve ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1445	Floater Valve ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1446	Floater Valve ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1447	Floater Valve ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1448	Floater Valve ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1449	Floater Valve ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1450	Floater Valve ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1451	Floater Valve ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1452	Floater Valve ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1453	Floater Valve ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1454	Floater Valve ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1455	Floater Valve ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1456	Floater Valve ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1457	Floater Valve ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1458	Foot Valve ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1459	Foot Valve ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1460	Foot Valve ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1461	Foot Valve ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1462	Foot Valve ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1463	Foot Valve ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1464	Foot Valve ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1465	Foot Valve ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1466	Foot Valve ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1467	Foot Valve ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1468	Foot Valve ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1469	Foot Valve ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1470	Foot Valve ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1471	Foot Valve ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1472	Foot Valve ; Dia. 14“ (350 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1473	Flexible Joint 10 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1474	Flexible Joint 10 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1475	Flexible Joint 10 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1476	Flexible Joint 10 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1477	Flexible Joint 10 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1478	Flexible Joint 10 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1479	Flexible Joint 10 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1480	Flexible Joint 10 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1481	Flexible Joint 10 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1482	Flexible Joint 10 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1483	Flexible Joint 10 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1484	Flexible Joint 10 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1485	Flexible Joint 10 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1486	Flexible Joint 10 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1487	Flexible Joint 20 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1488	Flexible Joint 20 K ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp- 
M.1489	Flexible Joint 20 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1490	Flexible Joint 20 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1491	Flexible Joint 20 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1492	Flexible Joint 20 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1493	Flexible Joint 20 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1494	Flexible Joint 20 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1495	Flexible Joint 20 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1496	Flexible Joint 20 K ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1497	Flexible Joint 20 K ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1498	Flexible Joint 20 K ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1499	Flexible Joint 20 K ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1500	Flexible Joint 20 K ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1501	Flexible Joint 20 K ; Dia. 14“ (350 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1502	Butterfly Valve ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1503	Butterfly Valve ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1504	Butterfly Valve ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1505	Butterfly Valve ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1506	Butterfly Valve ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1507	Butterfly Valve ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1508	Butterfly Valve ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1509	Butterfly Valve ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1510	Butterfly Valve ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1511	Butterfly Valve ; Dia. 14“ (350 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1512	Globe Valve ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp116,700 
M.1513	Globe Valve ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp128,400 
M.1514	Globe Valve ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp151,700 
M.1515	Globe Valve ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp210,100 
M.1516	Globe Valve ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1517	Globe Valve ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1518	Globe Valve ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1519	Globe Valve ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1520	Globe Valve ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1521	Globe Valve ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1522	Globe Valve ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1523	Globe Valve ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1524	Pressure Gauge 16 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1525	Pressure Gauge 16 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1526	Pressure Gauge 16 K ; Dia. 1-1/4“ (32 mm) + Material Bantu	Buah	 Rp- 
M.1527	Pressure Gauge 16 K ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1528	Pressure Gauge 16 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1529	Pressure Gauge 16 K ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1530	Pressure Gauge 16 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1531	Pressure Gauge 16 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1532	Pressure Gauge 25 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1533	Pressure Gauge 25 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1534	Pressure Gauge 25 K ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1535	Pressure Gauge 25 K ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1536	Pressure Gauge 25 K ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1537	Pressure Gauge 40 K ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1538	Pressure Gauge 40 K ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1539	Water Meter ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp233,500 
M.1540	Water Meter ; Dia. 3/4“ (20 mm) + Material Bantu	Buah	 Rp1,021,400 
M.1541	Water Meter ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp1,517,500 
M.1542	Water Meter ; Dia. 1-1/2“ (40 mm) + Material Bantu	Buah	 Rp- 
M.1543	Water Meter ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1544	Water Meter ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1545	Water Meter ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1546	Water Meter ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1547	Water Meter ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
M.1548	Water Meter ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1549	Water Meter ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
M.1550	Water Meter ; Dia. 16“ (400 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1551	Flow Meter Analog 10 K; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1552	Clean Out ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp93,400 
M.1553	Clean Out ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp128,400 
M.1554	Clean Out ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp151,700 
M.1555	Clean Out ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp256,800 
M.1556	Clean Out ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp- 
M.1557	Clean Out ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1558	Clean Out ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
		Buah	 Rp- 
M.1559	Roof Drain ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp64,200 
M.1560	Roof Drain ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp75,900 
M.1561	Roof Drain ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp87,500 
M.1562	Roof Drain ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp93,400 
M.1563	Roof Drain ; Dia. 5“ (125 mm) + Material Bantu	Buah	 Rp163,400 
M.1564	Roof Drain ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp210,100 
M.1565	Roof Drain ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp350,200 
M.1566	Roof Drain ; Dia. 10“ (250 mm) + Material Bantu	Buah	 Rp- 
M.1567	Roof Drain ; Dia. 12“ (300 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1568	Floor Clean Out ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1569	Floor Clean Out ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1570	Floor Clean Out ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1571	Floor Clean Out ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1572	Floor Clean Out ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1573	Floor Clean Out ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1574	Vent Cap ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp93,400 
M.1575	Vent Cap ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp116,700 
M.1576	Vent Cap ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1577	PRV SET ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1578	PRV SET ; Dia. 2-1/2“ (65 mm) + Material Bantu	Buah	 Rp- 
M.1579	PRV SET ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1580	PRV SET ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1581	PRV SET ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
M.1582	PRV SET ; Dia. 8“ (200 mm) + Material Bantu	Buah	 Rp- 
		Buah	 Rp- 
M.1583	Automatic Air Vent ; Dia. 1/2“ (15 mm) + Material Bantu	Buah	 Rp- 
M.1584	Automatic Air Vent ; Dia. 1“ (25 mm) + Material Bantu	Buah	 Rp- 
M.1585	Automatic Air Vent ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
M.1586	Automatic Air Vent ; Dia. 3“ (80 mm) + Material Bantu	Buah	 Rp- 
M.1587	Automatic Air Vent ; Dia. 4“ (100 mm) + Material Bantu	Buah	 Rp- 
M.1588	Automatic Air Vent ; Dia. 6“ (150 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1589	Vent Out ; Dia. 2“ (50 mm) + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1590	WLC dan Pengkabelan + Material Bantu	Buah	 Rp- 
M.1591	Pressure Switch + Material Bantu	Buah	 Rp- 
			 Rp- 
M.1592	Header Pipa PVC AW Dia. 4” (100 mm) + Material Bantu	m1	 Rp- 
M.1593	Header Pipa Galvanis MED CLASS Dia. 4” (100 mm) + Material Bantu	m1	 Rp- 
M.1594	Header Pipa BS SCH 40 Dia. 8” (200 mm) + Material Bantu	m1	 Rp- 
M.1595	Header Pipa BS SCH 40 Dia. 10” (250 mm) + Material Bantu	m1	 Rp- 
			 Rp- 
M.1596	Dop PVC Dia. 3” (80 mm) + Material Bantu	Buah	 Rp46,700 
M.1597	Dop PVC Dia. 4” (100 mm) + Material Bantu	Buah	 Rp75,900 
M.1598	Dop PVC Dia. 6” (150 mm) + Material Bantu	Buah	 Rp140,100 
	HARGA SEWA ALAT		 Rp- 
M.1599	Sewa Pipe Support	Hari	 Rp803,500 
M.1600	Sewa Crane	Hari	 Rp1,895,100 
M.1601	Sewa Crane Kap. 1 Ton	Jam	 Rp270,700 
M.1602	Asphalt Distributor	Jam	 Rp4,606,400 
M.1603	Asphalt Finisher	Jam	 Rp693,700 
M.1604	Asphalt Mixing Plan	Jam	 Rp587,000 
M.1605	Alat Las Listrik	Jam	 Rp99,500 
M.1606	Alat Penyambung Balok Δ 28cm	Buah	 Rp97,400 
M.1607	Alat Pancang Hidraulik Pile Driver 2 Ton	Jam	 Rp452,600 
M.1608	Alat Pancang Hidraulik Pile Driver 3 Ton	Jam	 Rp543,000 
M.1609	Alat Pancang Mini Pile Driver (Vibratory) Hammer 50Kg (1 HP)	Hari	 Rp871,300 
M.1610	Alat Pancang Mini Pile Driver (Vibratory) Hammer 500Kg (10 HP)	Hari	 Rp1,190,800 
M.1611	Alat Penyambung Balok Δ 28cm	Buah	 Rp96,500 
M.1612	Alat Penyambung Balok Δ 32cm	Buah	 Rp107,200 
M.1613	Alat Penyambung Beton Uk. 20x20cm	Buah	 Rp118,900 
M.1614	Alat Penyambung Beton Uk. 25x25cm	Buah	 Rp132,000 
M.1615	Alat Penyambung Beton Uk. 30x30cm	Buah	 Rp146,500 
M.1616	Alat Penyambung Beton Uk. 35x35cm	Buah	 Rp162,600 
M.1617	Alat Penyambung Beton Uk. 40x40cm	Buah	 Rp180,500 
M.1618	Alat Penyambung Beton Uk. 45x45cm	Buah	 Rp200,300 
M.1619	Alat Penyambung Beton Uk. 50x50cm	Buah	 Rp222,400 
M.1620	Alat Penyambung Beton Uk. Ø 30cm	Buah	 Rp246,900 
M.1621	Alat Penyambung Beton Uk. Ø 35cm	Buah	 Rp274,000 
M.1622	Alat Penyambung Beton Uk. Ø 40cm	Buah	 Rp304,200 
M.1623	Alat Penyambung Beton Uk. Ø 45cm	Buah	 Rp337,600 
M.1624	Alat Penyambung Beton Uk. Ø 50cm	Buah	 Rp374,700 
M.1625	Alat Penyambung Beton Uk. Ø 60cm	Buah	 Rp416,000 
M.1626	Alat Sambung Dolken Ø 6-8cm	Buah	 Rp42,100 
M.1627	Alat Sambung Kayu Terbuat dari Baja Ø 18 - 20cm	Buah	 Rp192,600 
M.1628	Sewa Scaffolding	Hari	 Rp95,600 
M.1629	Bor: Auger ∅ 20cm	Hari	 Rp1,129,900 
M.1630	Bor: Auger ∅ 30cm	Hari	 Rp1,186,400 
M.1631	Bor: Auger ∅ 40cm	Hari	 Rp1,245,700 
M.1632	Bor: Auger ∅ 50cm	Hari	 Rp1,308,100 
M.1633	Bore Pile Machine	Jam	 Rp1,101,300 
M.1634	Bored Pile Machine (Hidraulik) Auger ø 60cm	Jam	 Rp551,100 
M.1635	Bored Pile Machine (Hidraulik) Auger ø 80cm	Jam	 Rp666,800 
M.1636	Bored Pile Machine (Hidraulik) Auger ø 100cm	Jam	 Rp806,800 
M.1637	Bored Pile Machine (Hidraulik) Auger ø 120cm	Jam	 Rp976,200 
M.1638	Bender Baja Beton	Hari	 Rp765,200 
M.1639	Chainsaw 20”; 5.5HP	Hari	 Rp812,300 
M.1640	Chainsaw 30”; 7.5HP	Hari	 Rp874,900 
M.1641	Concrete Cutter	Hari	 Rp419,200 
M.1642	Concrete Pump	Jam	 Rp337,900 
M.1643	Concrete Vibrator	Hari	 Rp328,700 
M.1644	Crane Mobile 7 Ton	Jam	 Rp619,800 
M.1645	Crane Truck 3 T	Hari	 Rp946,300 
M.1646	Crane Truck 3 Ton Winch 5 Ton	Jam	 Rp563,800 
M.1647	Crawler Crane 10 Ton + Ladder 14 Ton	Jam	 Rp4,691,100 
M.1648	Crawler Crane 20 Ton + Ladder 14 Ton	Jam	 Rp6,239,200 
M.1649	Cutter Baja Beton	Hari	 Rp446,400 
M.1650	Driver Hammer 1 Ton	Jam	 Rp492,600 
M.1651	Driver Hammer 2 Ton	Jam	 Rp596,000 
M.1652	Driver Hammer 3 Ton	Jam	 Rp721,300 
M.1653	Excavator (Std.); Bucket 0.55 m3; 95 HP	Jam	 Rp366,800 
M.1654	Alat Bantu Borepile	Ls	 Rp6,400 
M.1655	Kunci Momen	Hari	 Rp112,200 
M.1656	Genset	Jam	 Rp210,200 
M.1657	Mesin Bor	Jam	 Rp49,700 
M.1658	Mobile Crane  3 ton	Hari	 Rp3,553,000 
M.1659	Molen/Beton Mixer 0.35 m3	Hari	 Rp758,900 
M.1660	Molen/Beton Mixer 0.35 m3 Automatic Feeder	Hari	 Rp758,900 
M.1661	Molen Kap. 1 m3	Hari	 Rp1,008,800 
