1.1.3.1	Pek. 1 m2 Pembersihan & Pengupasan Permukaan Tanah (Striping) sd Tanaman ∅ 2cm					
	Pekerja	L.01.01	OH	 0.70 	 152,900 	 107,030 
	Tukang kayu	L.02.04	OH	 2.10 	 178,600 	 375,060 
	Kepala tukang	L.03.01	OH	 0.21 	 204,300 	 42,903 
	Mandor	L.04.01	OH	 0.04 	 230,000 	 8,050 
				 JUMLAH TENAGA KERJA 		 533,043 
B	BAHAN				  	  
	Kayu Papan Kruing		m3	 0.03 		 - 
	Paku Biasa		kg	 0.03 	 27,400 	 822 
	Lem Kayu/Karet		kg	 0.50 		 - 
	Plywood 4 mm uk. 120 x 240 mm		Lbr	 1.00 		 - 
				 JUMLAH HARGA BAHAN 		 822 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 533,865 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 533,865 
						  
						
3.12.3	Pek. Pemasangan 1 m2 Kaca Polos Tebal 5mm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0150	 152,900.00 	 2,293.50 
	 Tukang	L.02	OH	0.150	 178,600.00 	 26,790.00 
	 Kepala Tukang	L.03	OH	0.015	 204,300.00 	 3,064.50 
	 Mandor	L.04	OH	0.0050	 230,000.00 	 1,150.00 
				 JUMLAH HARGA TENAGA KERJA		 33,298.00 
B	 BAHAN					  
	 Kaca Polos 5mm	M.489	m2	1.100	 136,300.00 	 149,930.00 
	 Silicone Sealant 300 ml	M.518	Tube	0.050	 48,400.00 	 2,420.00 
				 JUMLAH HARGA BAHAN		 152,350.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 185,648.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 185,648.00 
						
						
(2022) A.4.6.1.5	Pembuatan 1 m2 Daun Pintu Panel, Kayu Kelas I atau II					
NO	URAIAN	KODE	SATUAN	KOEFISIEN	 Harga 	 JUMLAH HARGA (Rp) 
A	TENAGA KERJA					
	Pekerja	L.01	OH	1.000	 Rp152,900 	 Rp152,900 
	Tukang Kayu	L.02	OH	3.000	 Rp178,600 	 Rp535,800 
	Kepala Tukang	L.03	OH	0.300	 Rp204,300 	 Rp61,290 
	Mandor	L.04	OH	0.050	 Rp230,000 	 Rp11,500 
				 JUMLAH HARGA TENAGA KERJA 		 Rp761,490 
B	BAHAN					
	Papan kayu		m3	0.040	 Rp3,433,000 	 Rp137,320 
	Lem kayu		Kg	0.500	 Rp25,900 	 Rp12,950 
				 JUMLAH HARGA BAHAN 		 Rp150,270 
C	PERALATAN					
						 Rp- 
				 JUMLAH HARGA ALAT 		 Rp- 
D	Jumlah (A+B+C)					 Rp911,760 
E	Biaya Umum & Keuntungan (maksimum 15%)			0.0%		 Rp- 
F	HARGA SATUAN PEKERJAAN (D+E)					 Rp911,760 
						
						
3.11.4.5	Pek. Pemasangan 1 Buah Engsel Pintu					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0150	 152,900.00 	 2,293.50 
	 Tukang Kayu	L.02	OH	0.150	 178,600.00 	 26,790.00 
	 Kepala Tukang	L.03	OH	0.015	 204,300.00 	 3,064.50 
	 Mandor	L.04	OH	0.0050	 230,000.00 	 1,150.00 
				 JUMLAH HARGA TENAGA KERJA		 33,298.00 
B	 BAHAN					  
	 Engsel Pintu	M.476	Buah	1.000	 31,900.00 	 31,900.00 
				 JUMLAH HARGA BAHAN		 31,900.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 65,198.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 65,198.00 
						
						
A.4.6.2.4	Pemasangan 1 buah kunci silinder				  	  
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.01 	 152,900 	 765 
	Tukang kayu	L.02.04	OH	 0.50 	 178,600 	 89,300 
	Kepala tukang	L.03.01	OH	 0.05 	 204,300 	 10,215 
	Mandor	L.04.01	OH	 0.00 	 230,000 	 690 
				 JUMLAH TENAGA KERJA 		 100,970 
B	BAHAN				  	  
	Kunci silinder		Buah	 1.00 	 85,300 	 85,300 
				 JUMLAH HARGA BAHAN 		 85,300 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 186,270 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 186,270 
						  
						
3.11.4.4	Pek. Pemasangan 1 Buah Kunci Tanam Silinder					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0050	 152,900.00 	 764.50 
	 Tukang Kayu	L.02	OH	0.500	 178,600.00 	 89,300.00 
	 Kepala Tukang	L.03	OH	0.050	 204,300.00 	 10,215.00 
	 Mandor	L.04	OH	0.0170	 230,000.00 	 3,910.00 
				 JUMLAH HARGA TENAGA KERJA		 104,189.50 
B	 BAHAN					  
	 Kunci Silinder	M.500	Buah	1.000	 85,300.00 	 85,300.00 
				 JUMLAH HARGA BAHAN		 85,300.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 189,489.50 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 189,489.50 
						
						
(2022) A.4.6.2.2	Pemasangan 1 Buah Kunci Tanam Biasa					
NO	URAIAN	KODE	SATUAN	KOEFISIEN	 Harga 	 JUMLAH HARGA (Rp) 
A	TENAGA KERJA					
	Pekerja	L.01	OH	0.01	 Rp152,900 	 Rp1,529 
	Tukang Kayu	L.02	OH	0.50	 Rp178,600 	 Rp89,300 
	Kepala Tukang	L.03	OH	0.05	 Rp204,300 	 Rp10,215 
	Mandor	L.04	OH	0.005	 Rp230,000 	 Rp1,150 
				 JUMLAH HARGA TENAGA KERJA 		 Rp102,194 
B	BAHAN					
	Kunci tanam antik		Buah	1.00	 Rp150,500 	 Rp150,500 
				 JUMLAH HARGA BAHAN 		 Rp150,500 
C	PERALATAN					
						 Rp- 
				 JUMLAH HARGA ALAT 		 Rp- 
D	Jumlah (A+B+C)					 Rp252,694 
E	Biaya Umum & Keuntungan (maksimum 15%)			0.0%		 Rp- 
F	HARGA SATUAN PEKERJAAN (D+E)					 Rp252,694 
						
						
3.11.4.2	Pek. Pemasangan 1 Buah Kunci Tanam Biasa					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0100	 152,900.00 	 1,529.00 
	 Tukang Kayu	L.02	OH	0.500	 178,600.00 	 89,300.00 
	 Kepala Tukang	L.03	OH	0.050	 204,300.00 	 10,215.00 
	 Mandor	L.04	OH	0.0170	 230,000.00 	 3,910.00 
				 JUMLAH HARGA TENAGA KERJA		 104,954.00 
B	 BAHAN					  
	 Kunci Tanam Biasa	M.503	Buah	1.000	 275,100.00 	 275,100.00 
				 JUMLAH HARGA BAHAN		 275,100.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 380,054.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 380,054.00 
						
						
(2022) A.4.6.2.6	Pemasangan 1 Buah Engsel Jendela Kupu-Kupu					
NO	URAIAN	KODE	SATUAN	KOEFISIEN	 Harga 	 JUMLAH HARGA (Rp) 
A	TENAGA KERJA					
	Pekerja	L.01	OH	0.010	 Rp152,900 	 Rp1,529 
	Tukang Kayu	L.02	OH	0.10	 Rp178,600 	 Rp17,860 
	Kepala Tukang	L.03	OH	0.010	 Rp204,300 	 Rp2,043 
	Mandor	L.04	OH	0.0005	 Rp230,000 	 Rp115 
				 JUMLAH HARGA TENAGA KERJA 		 Rp21,547 
B	BAHAN					
	Engsel 		Buah	1.00	 Rp44,600 	 Rp44,600 
				 JUMLAH HARGA BAHAN 		 Rp44,600 
C	PERALATAN					
						 Rp- 
				 JUMLAH HARGA ALAT 		 Rp- 
D	Jumlah (A+B+C)					 Rp66,147 
E	Biaya Umum & Keuntungan (maksimum 15%)			0.0%		 Rp- 
F	HARGA SATUAN PEKERJAAN (D+E)					 Rp66,147 
						
						
3.9.10.1.4	Pek. Pemasangan 1 m2 Dinding Keramik 20cm x 20cm (1SP : 2PP)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.4000	 152,900.00 	 61,160.00 
	 Tukang	L.02	OH	0.200	 178,600.00 	 35,720.00 
	 Kepala Tukang	L.03	OH	0.020	 204,300.00 	 4,086.00 
	 Mandor	L.04	OH	0.0070	 230,000.00 	 1,610.00 
				 JUMLAH HARGA TENAGA KERJA		 102,576.00 
B	 BAHAN					  
	 Keramik Uk. 20x20cm	M.157	Buah	26.000	 8,300.00 	 215,800.00 
	 Semen Portland	M.33	Kg	9.300	 1,600.00 	 14,880.00 
	 Pasir Pasang	M.28	m3	0.018	 149,200.00 	 2,685.60 
	 Semen Warna	M.34	Kg	1.940	 1,500.00 	 2,910.00 
				 JUMLAH HARGA BAHAN		 236,275.60 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 338,851.60 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 338,851.60 
						
						
6.4.1.2	Pek. Pemasangan 1 m Pipa PVC AW. Dia. 3/4" (20 mm)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.024	 152,900.00 	 3,669.60 
	 Tukang Pipa	 L.02	OH	0.040	 178,600.00 	 7,144.00 
	 Kepala Tukang	 L.03	OH	0.004	 204,300.00 	 817.20 
	 Mandor	 L.04	OH	0.001	 230,000.00 	 230.00 
				 JUMLAH HARGA TENAGA KERJA		 11,860.80 
B	 BAHAN					  
	 Pipa PVC AW ; Dia. 3/4" ; (20 mm) + Fitting & Aksesoris	M.1236	m1	1.450	 15,300.00 	 22,185.00 
				 JUMLAH HARGA BAHAN		 22,185.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 34,045.80 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 34,045.80 
						
						
5.5.4.12	Pek. Pemasangan 1 m Pipa PVC AW ; Dia. 3/4" ; (20 mm)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.048	 152,900.00 	 7,339.20 
	 Tukang Pipa	 L.02	OH	0.080	 178,600.00 	 14,288.00 
	 Kepala Tukang	 L.03	OH	0.008	 204,300.00 	 1,634.40 
	 Mandor	 L.04	OH	0.003	 230,000.00 	 690.00 
				 JUMLAH HARGA TENAGA KERJA		 23,951.60 
B	 BAHAN					  
	 Pipa PVC AW ; Dia. 3/4" ; (20 mm) dan Aksesoris	M.941	m1	1.500	 23,100.00 	 34,650.00 
	 Isolasi	M.533	m1	1.200	 200.00 	 240.00 
				 JUMLAH HARGA BAHAN		 34,890.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 58,841.60 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 58,841.60 
						
						
5.5.4.19	Pek. Pemasangan 1 m Pipa PVC AW ; Dia. 4" ; (100 mm)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.255	 152,900.00 	 38,989.50 
	 Tukang Pipa	 L.02	OH	0.425	 178,600.00 	 75,905.00 
	 Kepala Tukang	 L.03	OH	0.043	 204,300.00 	 8,784.90 
	 Mandor	 L.04	OH	0.014	 230,000.00 	 3,220.00 
				 JUMLAH HARGA TENAGA KERJA		 126,899.40 
B	 BAHAN					  
	 Pipa PVC AW ; Dia. 4" ; (100 mm) dan Aksesoris	M.948	m1	1.500	 103,100.00 	 154,650.00 
	 Isolasi	M.533	m1	1.200	 200.00 	 240.00 
				 JUMLAH HARGA BAHAN		 154,890.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 281,789.40 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 281,789.40 
						
						
						
5.6	PEKERJAAN SISTEM PROTEKSI KEBAKARAN					
5.6.1	Sistem Perpipaan & Aksesoris					
						
5.5.4.18	Pek. Pemasangan 1 m Pipa PVC AW ; Dia. 3" (80 mm)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.190	 152,900.00 	 29,051.00 
	 Tukang Pipa	 L.02	OH	0.318	 178,600.00 	 56,794.80 
	 Kepala Tukang	 L.03	OH	0.032	 204,300.00 	 6,537.60 
	 Mandor	 L.04	OH	0.011	 230,000.00 	 2,530.00 
				 JUMLAH HARGA TENAGA KERJA		 94,913.40 
B	 BAHAN					  
	 Pipa PVC AW ; Dia. 3" (80 mm) dan Aksesoris	M.947	m1	1.500	 78,700.00 	 118,050.00 
	 Isolasi	M.533	m1	1.200	 200.00 	 240.00 
				 JUMLAH HARGA BAHAN		 118,290.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 213,203.40 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 213,203.40 
						
						
3.18.6.1	Pek. Pemasangan 1 Buah Floor Drain					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.0100	 152,900.00 	 1,529.00 
	 Tukang	L.02	OH	0.100	 178,600.00 	 17,860.00 
	 Kepala Tukang	L.03	OH	0.010	 204,300.00 	 2,043.00 
	 Mandor	L.04	OH	0.0033	 230,000.00 	 759.00 
				 JUMLAH HARGA TENAGA KERJA		 22,191.00 
B	 BAHAN					  
	 Floor Drain	M.1173	Unit	1.000	 50,900.00 	 50,900.00 
				 JUMLAH HARGA BAHAN		 50,900.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 73,091.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 73,091.00 
						
3.18.3.1	Pek. Pemasangan 1 Buah Closet Duduk/Monoblock					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.5000	 152,900.00 	 76,450.00 
	 Tukang	L.02	OH	1.200	 178,600.00 	 214,320.00 
	 Kepala Tukang	L.03	OH	0.120	 204,300.00 	 24,516.00 
	 Mandor	L.04	OH	0.0400	 230,000.00 	 9,200.00 
				 JUMLAH HARGA TENAGA KERJA		 324,486.00 
B	 BAHAN					  
	 Closet Duduk	M.1170	Unit	1.000	 2,231,900.00 	 2,231,900.00 
	 Flexible Hose	M.1172	Unit	1.000	 107,200.00 	 107,200.00 
				 JUMLAH HARGA BAHAN		 2,339,100.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 2,663,586.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 2,663,586.00 
						
						
6.3.2	Pek. Pemasangan 1 Buah Bak Kontrol Pasangan Bata 45cm x 45cm Tinggi 50cm dengan Tutup Beton					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	3.200	 152,900.00 	 489,280.00 
	 Tukang Batu	 L.02	OH	1.150	 178,600.00 	 205,390.00 
	 Kepala Tukang	 L.03	OH	0.011	 204,300.00 	 2,247.30 
	 Mandor	 L.04	OH	0.016	 230,000.00 	 3,680.00 
				 JUMLAH HARGA TENAGA KERJA		 700,597.30 
B	 BAHAN					  
	 Bata Merah	M.35	Buah	70.000	 1,200.00 	 84,000.00 
	 Semen Portland	M.33	Kg	77.000	 1,600.00 	 123,200.00 
	 Pasir Pasang	M.28	m3	0.100	 149,200.00 	 14,920.00 
	 Pasir Beton	M.24	m3	0.100	 311,700.00 	 31,170.00 
	 Kerikil	M.18	m3	0.100	 387,500.00 	 38,750.00 
	 Baja Tulangan	M.341	Kg	2.600	 20,700.00 	 53,820.00 
				 JUMLAH HARGA BAHAN		 345,860.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 1,046,457.30 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 1,046,457.30 
						
6.3.3	Pek. Pemasangan 1 Buah Bak Kontrol Pasangan Bata 60cm x 60cm Tinggi 65cm dengan Tutup Beton					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	3.200	 152,900.00 	 489,280.00 
	 Tukang Batu	 L.02	OH	1.150	 178,600.00 	 205,390.00 
	 Kepala Tukang	 L.03	OH	0.011	 204,300.00 	 2,247.30 
	 Mandor	 L.04	OH	0.016	 230,000.00 	 3,680.00 
				 JUMLAH HARGA TENAGA KERJA		 700,597.30 
B	 BAHAN					  
	 Bata Merah	M.35	Buah	123.000	 1,200.00 	 147,600.00 
	 Semen Portland	M.33	Kg	114.000	 1,600.00 	 182,400.00 
	 Pasir Pasang	M.28	m3	0.184	 149,200.00 	 27,452.80 
	 Pasir Beton	M.24	m3	0.120	 311,700.00 	 37,404.00 
	 Kerikil	M.18	m3	0.033	 387,500.00 	 12,787.50 
	 Baja Tulangan	M.341	Kg	4.850	 20,700.00 	 100,395.00 
				 JUMLAH HARGA BAHAN		 508,039.30 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 1,208,636.60 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 1,208,636.60 
						
3.1.1.7	Pek. Pemasangan 1 m1 Nok/Bubung Genteng Palentong Besar					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.4000	 152,900.00 	 61,160.00 
	 Tukang Kayu	L.02	OH	0.2000	 178,600.00 	 35,720.00 
	 Kepala Tukang	L.03	OH	0.0200	 204,300.00 	 4,086.00 
	 Mandor	L.04	OH	0.0067	 230,000.00 	 1,541.00 
				 JUMLAH HARGA TENAGA KERJA		 102,507.00 
B	 BAHAN					  
	 Genteng Bubung	M.138	Buah	4.000	 41,800.00 	 167,200.00 
	 Semen Portland	M.33	Kg	8.000	 1,600.00 	 12,800.00 
	 Pasir Pasang	M.28	m3	0.032	 149,200.00 	 4,774.40 
				 JUMLAH HARGA BAHAN		 184,774.40 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 287,281.40 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 287,281.40 
						
						
2.2.1.1.1	Pek. 1 Kg Penulangan Slab untuk BjTP atau BjTS Diameter < 12mm Cara Manual					
	Lihat Permen PUPR No 8 Tahun 2023 Lampiran B U.4.6.a.1 (a)					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.0070	 152,900.00 	 1,070.30 
	 Tukang Besi	 L.02	OH	0.0070	 178,600.00 	 1,250.20 
	 Kepala Tukang	 L.03	OH	0.0007	 204,300.00 	 143.01 
	 Mandor	 L.04	OH	0.0007	 230,000.00 	 161.00 
				 JUMLAH HARGA TENAGA KERJA		 2,624.51 
B	 BAHAN					  
	 *) Baja Tulangan Polos (BjTP)		Kg	1.020	 13,700.00 	 13,974.00 
	 Kawat Bendrat	M.353	Kg	0.015	 28,200.00 	 423.00 
				 JUMLAH HARGA BAHAN		 14,397.00 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 17,021.51 
E	 Biaya Umum dan Keuntungan  (10% - 15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 17,021.51 
		Catatan :				
		*)	BjTP atau BjTS sesuaikan dengan kebutuhan			
						  
2.1.1.2	Pek. Pemasangan 1 m2 Atap Jurai/Limasan Rangka Atap Baja Ringan (Canai Dingin) Profil C75					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	 L.01	OH	0.7604	 152,900.00 	 116,265.16 
	 Tukang Besi	 L.02	OH	0.7604	 178,600.00 	 135,807.44 
	 Kepala Tukang	 L.03	OH	0.076	 204,300.00 	 15,526.80 
	 Mandor	 L.04	OH	0.0253	 230,000.00 	 5,819.00 
				 JUMLAH HARGA TENAGA KERJA		 273,418.40 
B	 BAHAN					  
	 Baja Ringan Canai Dingin C75	M.336	Btg	0.9603	 214,500.00 	 205,984.35 
				 JUMLAH HARGA BAHAN		 205,984.35 
C	 PERALATAN				  	  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 479,402.75 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 479,402.75 
						
3.1.1.3	Pek. Pemasangan 1 m2 Atap Genteng Palentong Besar					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1500	 152,900.00 	 22,935.00 
	 Tukang Kayu	L.02	OH	0.0750	 178,600.00 	 13,395.00 
	 Kepala Tukang	L.03	OH	0.0075	 204,300.00 	 1,532.25 
	 Mandor	L.04	OH	0.0025	 230,000.00 	 575.00 
				 JUMLAH HARGA TENAGA KERJA		 38,437.25 
B	 BAHAN					  
	 Genteng Palentong Besar (Morando)	M.141	Buah	12.000	 19,700.00 	 236,400.00 
				 JUMLAH HARGA BAHAN		 236,400.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 274,837.25 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 274,837.25 
						
User 1.5	1m2 Pengecetan Dinding Exterior (Putih)					
No	Uraian	Kode	Satuan	 Koefisien 	 Harga 	 Jumlah Harga 
A	TENAGA				  	  
	Pekerja	L.01.01	OH	 0.02 	 152,900 	 3,058 
	Tukang cat	L.02.08	OH	 0.06 	 178,600 	 11,252 
	Kepala tukang	L.03.01	OH	 0.01 	 204,300 	 1,287 
	Mandor	L.04.01	OH	 0.00 	 230,000 	 690 
				 JUMLAH TENAGA KERJA 		 16,287 
B	BAHAN				  	  
	Plamur Tembok		Kg	 0.10 		 - 
	Cat tembok / cat dasar		Kg	 0.10 		 - 
	Cat Penutup Tembok		Kg	 0.26 		 - 
				 JUMLAH HARGA BAHAN 		 - 
C	PERALATAN				  	  
				 JUMLAH HARGA ALAT 		 - 
D	Jumlah (A+B+C)				  	 16,287 
E	Overhead & Profit (Maksimal 15%)			0%	  	 - 
F	Harga Satuan Pekerjaan (D+E)				  	 16,287 
						
3.3.5	Pek. Pemasangan 1 m1 Lisplank Non Kayu (GRC Serat Semen) Lebar 30cm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1000	 152,900.00 	 15,290.00 
	 Tukang	L.02	OH	0.2000	 178,600.00 	 35,720.00 
	 Kepala Tukang	L.03	OH	0.0200	 204,300.00 	 4,086.00 
	 Mandor	L.04	OH	0.0067	 230,000.00 	 1,541.00 
				 JUMLAH HARGA TENAGA KERJA		 56,637.00 
B	 BAHAN					  
	 Serat Semen Lebar 30cm	M.246	m1	1.0500	 95,600.00 	 100,380.00 
	 Paku 5   7cm	M.57	Kg	0.050	 31,100.00 	 1,555.00 
				 JUMLAH HARGA BAHAN		 101,935.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 158,572.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 158,572.00 
						
3.3.6	Pek. Pemasangan 1 m1 Lisplank Non Kayu (GRC Serat Semen) Lebar 20cm					
No	Uraian	Kode	Satuan	Koefisien	 Harga 	 Jumlah Harga (Rp) 
A	 TENAGA KERJA					  
	 Pekerja	L.01	OH	0.1000	 152,900.00 	 15,290.00 
	 Tukang	L.02	OH	0.2000	 178,600.00 	 35,720.00 
	 Kepala Tukang	L.03	OH	0.0200	 204,300.00 	 4,086.00 
	 Mandor	L.04	OH	0.0067	 230,000.00 	 1,541.00 
				 JUMLAH HARGA TENAGA KERJA		 56,637.00 
B	 BAHAN					  
	 Serat Semen Lebar 20cm	M.245	m1	1.0500	 84,200.00 	 88,410.00 
	 Paku 5   7cm	M.57	Kg	0.050	 31,100.00 	 1,555.00 
				 JUMLAH HARGA BAHAN		 89,965.00 
C	 PERALATAN					  
				 JUMLAH HARGA ALAT		 -   
						  
D	 Jumlah Harga Tenaga Kerja, Bahan, dan Peralatan (A+B+C)  					 146,602.00 
E	 Biaya Umum dan Keuntungan  (10%   15%) x D 			0%		 -   
F	 Harga Satuan Pekerjaan (D+E)					 146,602.00 
						
